,Datum,Mesec,Godina,Sistem,Objekat,Početak zastoja,Ukupno vreme zastoja u minutima,Kraj zastoja,Vrsta_zastoja,Vreme zastoja
23066,2016-05-03 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-03 22:10:00,50.000000005820766,2016-05-03 23:30:00,Ostalo,80
23067,2016-05-04 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-04 12:30:00,24.999999997671694,2016-05-04 12:55:00,Masinski,25
23068,2016-05-05 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-06 05:20:00,20.000000002328306,2016-05-06 05:40:00,Masinski,20
23069,2016-05-06 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-06 10:00:00,10.000000001164153,2016-05-06 10:10:00,Masinski,10
23070,2016-05-06 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-06 11:25:00,10.000000001164153,2016-05-06 11:35:00,Masinski,10
23071,2016-05-06 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-06 19:20:00,20.000000002328306,2016-05-06 19:40:00,Elektro,20
23072,2016-05-07 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-05-07 08:10:00,9.999999990686774,2016-05-07 08:20:00,Masinski,10
23073,2016-05-07 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-05-07 11:00:00,64.99999999185093,2016-05-07 12:05:00,Elektro,65
23074,2016-05-07 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-07 15:00:00,124.99999999883585,2016-05-07 17:05:00,Elektro,125
23075,2016-05-08 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-08 08:20:00,40.00000000465661,2016-05-08 09:00:00,Masinski,40
23076,2016-05-08 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-08 13:00:00,10.000000001164153,2016-05-08 13:10:00,Elektro,10
23077,2016-05-09 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-09 08:40:00,380.0000000023283,2016-05-09 18:00:00,Ostalo,560
23078,2016-05-09 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-10 01:00:00,10.000000001164153,2016-05-10 01:10:00,Masinski,10
23079,2016-05-10 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-10 07:00:00,45.0,2016-05-10 08:05:00,Masinski,65
23080,2016-05-10 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-05-10 16:00:00,10.000000001164153,2016-05-10 16:10:00,Masinski,10
23081,2016-05-11 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-11 16:10:00,30.00000000349246,2016-05-11 17:10:00,Masinski,60
23082,2016-05-14 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-15 04:25:00,14.99999999650754,2016-05-15 04:40:00,Masinski,15
23083,2016-05-15 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-15 17:20:00,40.00000000465661,2016-05-15 18:00:00,Masinski,40
23084,2016-05-16 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-16 12:10:00,20.000000002328306,2016-05-16 12:30:00,Masinski,20
23085,2016-05-17 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-17 07:00:00,70.00000000814907,2016-05-17 08:10:00,Masinski,70
23086,2016-05-17 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-17 09:20:00,139.9999999953434,2016-05-17 11:40:00,Masinski,140
23087,2016-05-17 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-17 15:00:00,14.99999999650754,2016-05-17 15:15:00,Elektro,15
23088,2016-05-17 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-05-17 15:55:00,14.99999999650754,2016-05-17 16:10:00,Masinski,15
23089,2016-05-17 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-05-18 05:00:00,10.000000001164153,2016-05-18 05:10:00,Elektro,10
23090,2016-05-18 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-18 13:00:00,50.000000005820766,2016-05-18 13:50:00,Masinski,50
23091,2016-05-18 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-18 17:00:00,59.99999999650754,2016-05-18 18:00:00,Masinski,60
23092,2016-05-20 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-20 09:00:00,75.00000000349246,2016-05-20 10:15:00,Masinski,75
23093,2016-05-20 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-20 12:40:00,24.999999997671694,2016-05-20 13:05:00,Masinski,25
23094,2016-05-20 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-20 17:45:00,10.000000001164153,2016-05-20 17:55:00,Masinski,10
23095,2016-05-20 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-21 01:00:00,20.000000002328306,2016-05-21 01:20:00,Ostalo,20
23096,2016-05-20 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-05-21 03:00:00,10.000000001164153,2016-05-21 03:10:00,Masinski,10
23097,2016-05-21 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-21 09:40:00,9.999999990686774,2016-05-21 09:50:00,Masinski,10
23098,2016-05-22 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-22 19:20:00,20.000000002328306,2016-05-22 19:40:00,Masinski,20
23099,2016-05-23 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-23 08:40:00,20.000000002328306,2016-05-23 09:00:00,Masinski,20
23100,2016-05-23 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-23 10:15:00,10.000000001164153,2016-05-23 10:25:00,Elektro,10
23101,2016-05-24 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-24 07:00:00,400.0000000046566,2016-05-24 13:40:00,Ostalo,400
23102,2016-05-24 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-05-24 15:00:00,45.0,2016-05-24 15:45:00,Ostalo,45
23103,2016-05-24 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-05-24 17:10:00,19.999999991850927,2016-05-24 17:30:00,Masinski,20
23104,2016-05-24 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-05-24 23:00:00,84.99999999417923,2016-05-25 00:25:00,Ostalo,85
23105,2016-05-25 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-25 08:10:00,19.999999991850927,2016-05-25 08:30:00,Masinski,20
23106,2016-05-25 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-25 09:00:00,10.000000001164153,2016-05-25 09:10:00,Elektro,10
23107,2016-05-25 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-26 01:00:00,90.0,2016-05-26 02:30:00,Masinski,90
23108,2016-05-26 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-26 08:30:00,130.0000000046566,2016-05-26 10:40:00,Masinski,130
23109,2016-05-26 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-26 13:00:00,10.000000001164153,2016-05-26 13:10:00,Elektro,10
23110,2016-05-26 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-26 16:20:00,10.000000001164153,2016-05-26 16:30:00,Masinski,10
23111,2016-05-27 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2-1,2016-05-27 08:45:00,14.99999999650754,2016-05-27 09:00:00,Masinski,15
23112,2016-05-27 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-27 11:20:00,45.0,2016-05-27 12:05:00,Masinski,45
23113,2016-05-27 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-05-27 13:50:00,24.999999997671694,2016-05-27 14:40:00,Masinski,50
23114,2016-05-28 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-05-28 16:05:00,20.000000002328306,2016-05-28 16:25:00,Masinski,20
23115,2016-05-28 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-05-28 23:20:00,20.000000002328306,2016-05-28 23:40:00,Masinski,20
23116,2016-05-28 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-29 01:00:00,10.000000001164153,2016-05-29 01:10:00,Elektro,10
23117,2016-05-29 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-29 21:00:00,90.0,2016-05-29 22:30:00,Elektro,90
23118,2016-05-29 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-29 23:00:00,479.9999999930151,2016-05-31 13:15:00,Elektro,2295
23119,2016-05-31 00:00:00,MAJ,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-05-31 15:00:00,34.99999999883585,2016-05-31 15:35:00,Elektro,35
23120,2016-06-01 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-01 08:30:00,30.00000000349246,2016-06-01 09:00:00,Masinski,30
23121,2016-06-01 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-01 16:10:00,65.0000000023283,2016-06-01 17:15:00,Masinski,65
23122,2016-06-01 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-01 17:55:00,39.999999994179234,2016-06-01 18:35:00,Masinski,40
23123,2016-06-01 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-01 19:15:00,64.99999999185093,2016-06-01 20:20:00,Ostalo,65
23124,2016-06-01 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-02 02:15:00,24.999999997671694,2016-06-02 02:40:00,Elektro,25
23125,2016-06-02 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-02 08:20:00,60.00000000698492,2016-06-02 09:20:00,Elektro,60
23126,2016-06-02 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-02 15:00:00,49.99999999534339,2016-06-02 15:50:00,Elektro,50
23127,2016-06-02 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-06-02 16:35:00,40.00000000465661,2016-06-02 17:15:00,Masinski,40
23128,2016-06-03 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-03 11:00:00,34.99999999883585,2016-06-03 11:35:00,Masinski,35
23129,2016-06-03 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-03 13:35:00,25.000000008149073,2016-06-03 14:00:00,Ostalo,25
23130,2016-06-03 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-03 18:00:00,20.000000002328306,2016-06-03 18:20:00,Masinski,20
23131,2016-06-03 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-03 20:00:00,180.0,2016-06-04 07:00:00,Masinski,660
23132,2016-06-06 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-06 17:00:00,45.0,2016-06-06 17:45:00,Elektro,45
23133,2016-06-07 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-07 10:35:00,25.000000008149073,2016-06-07 11:00:00,Masinski,25
23134,2016-06-07 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - S-VOZ,2016-06-07 17:35:00,20.000000002328306,2016-06-07 17:55:00,Masinski,20
23135,2016-06-08 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-08 08:55:00,9.999999990686774,2016-06-08 09:05:00,Masinski,10
23136,2016-06-08 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-09 05:55:00,14.99999999650754,2016-06-09 06:10:00,Masinski,15
23137,2016-06-09 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-09 09:15:00,345.00000000349246,2016-06-10 07:00:00,Masinski,1305
23138,2016-06-10 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-06-11 06:10:00,10.000000001164153,2016-06-11 06:20:00,Elektro,10
23139,2016-06-11 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-11 11:25:00,14.99999999650754,2016-06-11 11:40:00,Masinski,15
23140,2016-06-11 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-11 18:10:00,30.00000000349246,2016-06-11 18:40:00,Elektro,30
23141,2016-06-11 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-12 04:20:00,159.9999999976717,2016-06-12 11:10:00,Masinski,410
23142,2016-06-13 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-13 09:30:00,10.000000001164153,2016-06-13 09:40:00,Masinski,10
23143,2016-06-13 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-13 10:40:00,114.9999999976717,2016-06-13 12:35:00,Masinski,115
23144,2016-06-13 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-13 15:30:00,19.999999991850927,2016-06-13 15:50:00,Masinski,20
23145,2016-06-13 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-13 17:00:00,29.99999999301508,2016-06-13 17:30:00,Ostalo,30
23146,2016-06-13 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-06-14 00:00:00,10.000000001164153,2016-06-14 00:10:00,Masinski,10
23147,2016-06-15 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-15 09:00:00,10.000000001164153,2016-06-15 09:10:00,Ostalo,10
23148,2016-06-15 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-06-15 15:55:00,14.99999999650754,2016-06-15 16:10:00,Masinski,15
23149,2016-06-15 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-06-15 17:00:00,225.0,2016-06-15 20:45:00,Ostalo,225
23150,2016-06-15 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-16 01:00:00,30.00000000349246,2016-06-16 01:30:00,Elektro,30
23151,2016-06-16 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-16 18:45:00,14.99999999650754,2016-06-16 19:00:00,Masinski,15
23152,2016-06-17 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-17 11:40:00,90.0,2016-06-17 13:10:00,Masinski,90
23153,2016-06-17 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-06-17 16:00:00,45.0,2016-06-17 16:45:00,Elektro,45
23154,2016-06-17 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-17 23:00:00,45.0,2016-06-17 23:45:00,Masinski,45
23155,2016-06-18 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-18 17:40:00,45.0,2016-06-18 18:25:00,Ostalo,45
23156,2016-06-19 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-19 16:10:00,60.00000000698492,2016-06-19 17:10:00,Masinski,60
23157,2016-06-20 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-20 09:00:00,59.99999999650754,2016-06-20 11:00:00,Masinski,120
23158,2016-06-21 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-06-21 07:00:00,10.000000001164153,2016-06-21 07:10:00,Masinski,10
23159,2016-06-21 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-21 08:45:00,90.0,2016-06-21 10:15:00,Masinski,90
23160,2016-06-22 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-06-22 09:25:00,10.000000001164153,2016-06-22 09:50:00,Masinski,25
23161,2016-06-22 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-06-23 02:15:00,14.99999999650754,2016-06-23 02:30:00,Masinski,15
23162,2016-06-23 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-23 08:05:00,10.000000001164153,2016-06-23 08:15:00,Masinski,10
23163,2016-06-23 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - S-VOZ,2016-06-23 15:30:00,10.000000001164153,2016-06-23 15:40:00,Masinski,10
23164,2016-06-24 00:00:00,JUN,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-06-24 09:40:00,64.99999999185093,2016-06-24 10:45:00,Masinski,65
23165,2016-08-19 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-19 07:00:00,15.00000000698492,2016-08-19 07:15:00,Elektro,15
23166,2016-08-19 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-19 15:00:00,59.99999999650754,2016-08-19 16:00:00,Masinski,60
23167,2016-08-19 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-19 18:00:00,20.000000002328306,2016-08-19 18:20:00,Masinski,20
23168,2016-08-19 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-19 21:20:00,14.99999999650754,2016-08-19 21:35:00,Ostalo,15
23169,2016-08-19 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-08-19 23:00:00,10.000000001164153,2016-08-19 23:10:00,Elektro,10
23170,2016-08-20 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-21 04:05:00,10.000000001164153,2016-08-21 04:15:00,Masinski,10
23171,2016-08-21 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-21 15:00:00,65.0000000023283,2016-08-21 16:05:00,Elektro,65
23172,2016-08-21 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2-1,2016-08-21 23:00:00,24.999999997671694,2016-08-21 23:25:00,Elektro,25
23173,2016-08-22 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-22 08:00:00,419.99999999650754,2016-08-22 15:00:00,Ostalo,420
23174,2016-08-22 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-08-22 17:35:00,55.00000000116415,2016-08-22 18:30:00,Masinski,55
23175,2016-08-22 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-08-22 19:05:00,20.000000002328306,2016-08-22 19:25:00,Masinski,20
23176,2016-08-22 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2-1,2016-08-22 20:00:00,19.999999991850927,2016-08-22 20:20:00,Elektro,20
23177,2016-08-23 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-23 09:15:00,30.00000000349246,2016-08-23 09:45:00,Masinski,30
23178,2016-08-23 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-08-24 00:05:00,10.000000001164153,2016-08-24 00:15:00,Masinski,10
23179,2016-08-24 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-08-24 11:30:00,30.00000000349246,2016-08-24 12:00:00,Masinski,30
23180,2016-08-24 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - S-VOZ,2016-08-24 19:10:00,110.0000000023283,2016-08-24 21:00:00,Masinski,110
23181,2016-08-25 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-25 10:30:00,10.000000001164153,2016-08-25 10:40:00,Elektro,10
23182,2016-08-25 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-25 12:15:00,10.000000001164153,2016-08-25 12:25:00,Masinski,10
23183,2016-08-25 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-25 21:05:00,30.00000000349246,2016-08-25 21:35:00,Masinski,30
23184,2016-08-26 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-08-26 08:50:00,5.000000005820766,2016-08-26 08:55:00,Masinski,5
23185,2016-08-26 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-26 10:00:00,50.000000005820766,2016-08-26 10:50:00,Elektro,50
23186,2016-08-26 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-26 13:15:00,34.99999999883585,2016-08-26 13:50:00,Masinski,35
23187,2016-08-27 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2,2016-08-27 16:15:00,29.99999999301508,2016-08-27 16:45:00,Masinski,30
23188,2016-08-28 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-28 13:30:00,90.0,2016-08-28 22:35:00,Elektro,545
23189,2016-08-28 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-29 00:35:00,10.000000001164153,2016-08-29 00:45:00,Masinski,10
23190,2016-08-28 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-3,2016-08-29 02:00:00,55.00000000116415,2016-08-29 02:55:00,Elektro,55
23191,2016-08-29 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-29 20:10:00,9.999999990686774,2016-08-29 20:20:00,Masinski,10
23192,2016-08-29 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-29 21:00:00,14.99999999650754,2016-08-29 21:15:00,Elektro,15
23193,2016-08-30 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-08-30 08:10:00,19.999999991850927,2016-08-30 08:30:00,Elektro,20
23194,2016-08-30 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-08-30 09:10:00,79.99999999883585,2016-08-30 11:50:00,Masinski,160
23195,2016-08-30 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - S-VOZ,2016-08-30 14:15:00,45.0,2016-08-30 17:00:00,Masinski,165
23196,2016-08-30 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-08-30 20:40:00,140.00000000582077,2016-08-31 01:30:00,Masinski,290
23197,2016-08-30 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,ODLAGAČ A2RsB-5500,2016-08-31 01:45:00,34.99999999883585,2016-08-31 02:20:00,Masinski,35
23198,2016-08-31 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - S-VOZ,2016-08-31 07:20:00,110.0000000023283,2016-08-31 09:10:00,Masinski,110
23199,2016-08-31 00:00:00,AVGUST,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-4,2016-08-31 09:40:00,39.999999994179234,2016-08-31 10:20:00,Masinski,40
23200,2016-09-01 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-09-01 09:25:00,40.00000000465661,2016-09-01 10:05:00,Masinski,40
23201,2016-09-01 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-2-1,2016-09-01 18:05:00,10.000000001164153,2016-09-01 18:15:00,Masinski,10
23202,2016-09-02 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-09-02 09:05:00,35.000000009313226,2016-09-02 09:40:00,Masinski,35
23203,2016-09-02 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,TR.TR.B-1600 - J-IV-1,2016-09-02 10:40:00,39.999999994179234,2016-09-02 11:20:00,Elektro,40
23204,2016-09-03 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-09-03 09:10:00,349.99999999883585,2016-09-03 17:00:00,Masinski,470
23205,2016-09-05 00:00:00,SEPTEMBAR,2016.0,IV BTO SRs-470 20/3,BAGER SRs-470 20/3,2016-09-06 04:00:00,30.00000000349246,2016-09-06 04:30:00,Elektro,30
